TIMESTAMP_START,tmax,tmin,tmean,wind,rh,rn,prec
2008-01-01,,,,,,,0.0
2008-01-02,,,,,,,0.0
2008-01-03,,,,,,,0.0
2008-01-04,,,,,,,0.0
2008-01-05,,,,,,,0.0
2008-01-06,,,,,,,0.0
2008-01-07,,,,,,,0.0
2008-01-08,,,,,,,0.0
2008-01-09,,,,,,,0.0
2008-01-10,,,,,,,0.0
2008-01-11,,,,,,,0.0
2008-01-12,,,,,,,0.0
2008-01-13,,,,,,,0.0
2008-01-14,,,,,,,0.0
2008-01-15,,,,,,,0.0
2008-01-16,,,,,,,0.0
2008-01-17,,,,,,,0.0
2008-01-18,,,,,,,0.0
2008-01-19,,,,,,,0.0
2008-01-20,,,,,,,0.0
2008-01-21,,,,,,,0.0
2008-01-22,,,,,,,0.0
2008-01-23,,,,,,,0.0
2008-01-24,,,,,,,0.0
2008-01-25,,,,,,,0.0
2008-01-26,,,,,,,0.0
2008-01-27,,,,,,,0.0
2008-01-28,,,,,,,0.0
2008-01-29,,,,,,,0.0
2008-01-30,,,,,,,0.0
2008-01-31,,,,,,,0.0
2008-02-01,,,,,,,0.0
2008-02-02,,,,,,,0.0
2008-02-03,,,,,,,0.0
2008-02-04,,,,,,,0.0
2008-02-05,,,,,,,0.0
2008-02-06,,,,,,,0.0
2008-02-07,,,,,,,0.0
2008-02-08,,,,,,,0.0
2008-02-09,,,,,,,0.0
2008-02-10,,,,,,,0.0
2008-02-11,,,,,,,0.0
2008-02-12,,,,,,,0.0
2008-02-13,,,,,,,0.0
2008-02-14,,,,,,,0.0
2008-02-15,,,,,,,0.0
2008-02-16,,,,,,,0.0
2008-02-17,,,,,,,0.0
2008-02-18,,,,,,,0.0
2008-02-19,,,,,,,0.0
2008-02-20,,,,,,,0.0
2008-02-21,,,,,,,0.0
2008-02-22,,,,,,,0.0
2008-02-23,,,,,,,0.0
2008-02-24,,,,,,,0.0
2008-02-25,,,,,,,0.0
2008-02-26,,,,,,,0.0
2008-02-27,,,,,,,0.0
2008-02-28,,,,,,,0.0
2008-02-29,,,,,,,0.0
2008-03-01,,,,,,,0.0
2008-03-02,,,,,,,0.0
2008-03-03,,,,,,,0.0
2008-03-04,,,,,,,0.0
2008-03-05,,,,,,,0.0
2008-03-06,,,,,,,0.0
2008-03-07,,,,,,,0.0
2008-03-08,,,,,,,0.0
2008-03-09,,,,,,,0.0
2008-03-10,,,,,,,0.0
2008-03-11,,,,,,,0.0
2008-03-12,,,,,,,0.0
2008-03-13,,,,,,,0.0
2008-03-14,,,,,,,0.0
2008-03-15,,,,,,,0.0
2008-03-16,,,,,,,0.0
2008-03-17,,,,,,,0.0
2008-03-18,,,,,,,0.0
2008-03-19,,,,,,,0.0
2008-03-20,,,,,,,0.0
2008-03-21,,,,,,,0.0
2008-03-22,,,,,,,0.0
2008-03-23,,,,,,,0.0
2008-03-24,,,,,,,0.0
2008-03-25,,,,,,,0.0
2008-03-26,,,,,,,0.0
2008-03-27,,,,,,,0.0
2008-03-28,,,,,,,0.0
2008-03-29,,,,,,,0.0
2008-03-30,,,,,,,0.0
2008-03-31,,,,,,,0.0
2008-04-01,,,,,,,0.0
2008-04-02,,,,,,,0.0
2008-04-03,,,,,,,0.0
2008-04-04,,,,,,,0.0
2008-04-05,,,,,,,0.0
2008-04-06,,,,,,,0.0
2008-04-07,,,,,,,0.0
2008-04-08,,,,,,,0.0
2008-04-09,,,,,,,0.0
2008-04-10,,,,,,,0.0
2008-04-11,,,,,,,0.0
2008-04-12,,,,,,,0.0
2008-04-13,,,,,,,0.0
2008-04-14,,,,,,,0.0
2008-04-15,,,,,,,0.0
2008-04-16,,,,,,,0.0
2008-04-17,,,,,,,0.0
2008-04-18,,,,,,,0.0
2008-04-19,,,,,,,0.0
2008-04-20,,,,,,,0.0
2008-04-21,,,,,,,0.0
2008-04-22,,,,,,,0.0
2008-04-23,,,,,,,0.0
2008-04-24,,,,,,,0.0
2008-04-25,,,,,,,0.0
2008-04-26,,,,,,,0.0
2008-04-27,,,,,,,0.0
2008-04-28,,,,,,,0.0
2008-04-29,,,,,,,0.0
2008-04-30,,,,,,,0.0
2008-05-01,,,,,,,0.0
2008-05-02,,,,,,,0.0
2008-05-03,,,,,,,0.0
2008-05-04,,,,,,,0.0
2008-05-05,,,,,,,0.0
2008-05-06,,,,,,,0.0
2008-05-07,,,,,,,0.0
2008-05-08,,,,,,,0.0
2008-05-09,,,,,,,0.0
2008-05-10,,,,,,,0.0
2008-05-11,,,,,,,0.0
2008-05-12,,,,,,,0.0
2008-05-13,,,,,,,0.0
2008-05-14,,,,,,,0.0
2008-05-15,,,,,,,0.0
2008-05-16,,,,,,,0.0
2008-05-17,,,,,,,0.0
2008-05-18,,,,,,,0.0
2008-05-19,,,,,,,0.0
2008-05-20,,,,,,,0.0
2008-05-21,,,,,,,0.0
2008-05-22,,,,,,,0.0
2008-05-23,,,,,,,0.0
2008-05-24,,,,,,,0.0
2008-05-25,,,,,,,0.0
2008-05-26,,,,,,,0.0
2008-05-27,,,,,,,0.0
2008-05-28,,,,,,,0.0
2008-05-29,,,,,,,0.0
2008-05-30,,,,,,,0.0
2008-05-31,,,,,,,0.0
2008-06-01,,,,,,,0.0
2008-06-02,,,,,,,0.0
2008-06-03,,,,,,,0.0
2008-06-04,,,,,,,0.0
2008-06-05,,,,,,,0.0
2008-06-06,,,,,,,0.0
2008-06-07,,,,,,,0.0
2008-06-08,,,,,,,0.0
2008-06-09,,,,,,,0.0
2008-06-10,,,,,,,0.0
2008-06-11,,,,,,,0.0
2008-06-12,,,,,,,0.0
2008-06-13,,,,,,,0.0
2008-06-14,,,,,,,0.0
2008-06-15,,,,,,,0.0
2008-06-16,,,,,,,0.0
2008-06-17,,,,,,,0.0
2008-06-18,,,,,,,0.0
2008-06-19,,,,,,,0.0
2008-06-20,,,,,,,0.0
2008-06-21,,,,,,,0.0
2008-06-22,,,,,,,0.0
2008-06-23,,,,,,,0.0
2008-06-24,,,,,,,0.0
2008-06-25,,,,,,,0.0
2008-06-26,,,,,,,0.0
2008-06-27,,,,,,,0.0
2008-06-28,,,,,,,0.0
2008-06-29,,,,,,,0.0
2008-06-30,,,,,,,0.0
2008-07-01,,,,,,,0.0
2008-07-02,,,,,,,0.0
2008-07-03,,,,,,,0.0
2008-07-04,,,,,,,0.0
2008-07-05,,,,,,,0.0
2008-07-06,,,,,,,0.0
2008-07-07,,,,,,,0.0
2008-07-08,,,,,,,0.0
2008-07-09,,,,,,,0.0
2008-07-10,,,,,,,0.0
2008-07-11,,,,,,,0.0
2008-07-12,,,,,,,0.0
2008-07-13,,,,,,,0.0
2008-07-14,,,,,,,0.0
2008-07-15,,,,,,,0.0
2008-07-16,,,,,,,0.0
2008-07-17,,,,,,,0.0
2008-07-18,,,,,,,0.0
2008-07-19,,,,,,,0.0
2008-07-20,,,,,,,0.0
2008-07-21,,,,,,,0.0
2008-07-22,34.08,25.1,28.692,,78.1415,6.6909456,0.254
2008-07-23,30.8,22.66,27.664583333333336,,83.880625,12.619836,40.641999999999996
2008-07-24,31.51,22.77,26.381041666666665,,82.79375,13.314456,4.572
2008-07-25,31.58,24.17,26.854166666666668,,89.2,10.77489,74.934
2008-07-26,32.061,25.52,28.3179375,,85.42520833333333,14.993748000000002,0.0
2008-07-27,31.88,25.84,28.395,,85.19502083333333,15.621588,0.254
2008-07-28,32.131,26.36,28.57377083333333,,83.08229166666666,11.71755,0.0
2008-07-29,31.9,25.91,28.942291666666666,,78.84585416666667,16.387959600000002,0.0
2008-07-30,32.21,26.33,28.25791666666667,1.56290625,84.221875,10.227852000000002,2.032
2008-07-31,32.6,25.56,28.334625,1.4990833333333333,83.81104166666667,17.145183600000003,14.228
2008-08-01,32.83,26.33,29.1398125,1.3726458333333333,81.143125,16.0104618,0.254
2008-08-02,33.55,25.79,29.25375,1.6027500000000001,77.01416666666667,20.275902,7.872
2008-08-03,32.28,24.75,27.287916666666664,2.682166666666667,84.97812499999999,14.829606,22.094
2008-08-04,31.47,23.58,26.369583333333335,2.4465625,89.89999999999999,9.440586000000001,24.892
2008-08-05,30.97,25.16,27.226875000000003,1.462375,90.62666666666667,11.949912,1.778
2008-08-06,33.55,25.79,28.301041666666666,1.4819583333333333,86.61377083333333,17.2485936,20.574
2008-08-07,33.8,26.69,29.497312500000003,1.5045833333333334,81.91335416666666,20.703294,0.0
2008-08-08,32.94,27.47,29.76189583333333,2.309645833333333,80.816875,13.541457600000001,0.0
2008-08-09,33.08,27.17,29.4604375,2.671125,80.49583333333334,17.239266,0.0
2008-08-10,32.08,27.18,28.797916666666666,2.1182916666666665,85.150625,11.50155,0.508
2008-08-11,30.87,26.24,28.429374999999997,1.9273958333333334,85.96125,10.518858,0.508
2008-08-12,29.6,25.34,27.40125,1.6038750000000002,89.09354166666667,7.494030000000001,35.818
